QUESTIONS POSEES;;;;;;;;;;;Déjà tout;SC 1;;;;;;;;;Scénarios ;SC 2;;;;;;;;;;Nb postes;Scénarios ;Sc 3;;;;;;;;;;;
Periode;Isolation du toit;Changement des fenêtres;Isolation des murs;Isolation du sol;Changement du système de chauffage principal;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;Installation d'un système de ventilation;Rampants ou combles perdus ?;fait ?;Trav 1;Trav 2;Trav 3;Prix;Niveau aides;Baisse factures;Confort hiver;Confort été;Nom scénario;identiques ?;Trav 1;Trav 2;Trav 3;Trav 4;Prix;Niveau aides;Baisse factures;Confort hiver;Confort été;Nom scénario;identiques;identiques ?;Trav 1;Trav 2;Trav 3;Trav 4;Trav 5;Trav 6;Prix;Niveau aides;Baisse factures;Confort hiver;Confort été;Nom scénario
Avant 80;1;0;1;1;0;1;1;0;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Changement du système de chauffage principal;;35000;Modéré;4;2;0;Intermédiaire;3;Non;Changement des fenêtres;Installation d'un système de ventilation;Changement du système de chauffage principal;Installation de panneaux solaires photovoltaïques;;;40000;Modéré;5;2;0;Rénovation ambitieuse
Avant 80;1;0;0;1;1;1;1;0;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;;45000;Modéré;3;5;2;Intermédiaire;3;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Installation de panneaux solaires photovoltaïques;;;55000;Modéré;4;5;2;Rénovation ambitieuse
Avant 80;1;0;1;1;1;1;1;0;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;La touche finale;Oui;;;;;;;;;;;2;Non;Changement des fenêtres;Installation de panneaux solaires photovoltaïques;Installation d'un système de ventilation;;;;25000;Faible;2;2;0;Rénovation ambitieuse
Avant 80;1;0;0;0;0;0;0;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Changement du système de chauffage principal;60000;Important;6;5;2;Intermédiaire;4;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Changement du système de chauffage principal;Isolation du sol;Installation d'un chauffe-eau, solaire ou thermodynamique;75000;Important;8;7;2;Rénovation ambitieuse
Avant 80;1;0;1;0;0;0;0;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation du sol;Changement du système de chauffage principal;35000;Important;5;4;0;Intermédiaire;4;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation du sol;Changement du système de chauffage principal;Installation d'un chauffe-eau, solaire ou thermodynamique;;45000;Important;6;4;0;Rénovation ambitieuse
Avant 80;1;0;0;0;1;0;0;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Installation ou remplacement d'un poêle;55000;Important;5;5;2;Intermédiaire;4;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Installation ou remplacement d'un poêle;Isolation du sol;Installation d'un chauffe-eau, solaire ou thermodynamique;65000;Important;7;7;2;Rénovation ambitieuse
Avant 80;1;0;1;0;1;0;0;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation du sol;Installation ou remplacement d'un poêle;30000;Modéré;4;4;0;Intermédiaire;4;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation du sol;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;35000;Modéré;5;4;0;Rénovation ambitieuse
Avant 80;1;0;0;1;0;0;0;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Changement du système de chauffage principal;60000;Important;6;5;2;Intermédiaire;4;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Changement du système de chauffage principal;Installation d'un chauffe-eau, solaire ou thermodynamique;;70000;Important;7;5;2;Rénovation ambitieuse
Avant 80;1;0;1;1;0;0;0;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Changement du système de chauffage principal;Installation d'un chauffe-eau, solaire ou thermodynamique;40000;Modéré;5;2;0;Optimisé;4;Oui;;;;;;;;;;;;
Avant 80;1;0;0;1;1;0;0;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Installation ou remplacement d'un poêle;55000;Important;5;5;2;Intermédiaire;4;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;60000;Important;6;5;2;Rénovation ambitieuse
Avant 80;1;0;1;1;1;0;0;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;30000;Modéré;4;2;0;Optimisé;4;Oui;;;;;;;;;;;;
Avant 80;1;0;0;0;0;1;0;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Changement du système de chauffage principal;60000;Important;6;5;2;Intermédiaire;4;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Changement du système de chauffage principal;Isolation du sol;Installation d'un chauffe-eau, solaire ou thermodynamique;75000;Important;8;7;2;Rénovation ambitieuse
Avant 80;1;0;1;0;0;1;0;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation du sol;Changement du système de chauffage principal;35000;Important;5;4;0;Intermédiaire;4;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation du sol;Changement du système de chauffage principal;Installation d'un chauffe-eau, solaire ou thermodynamique;;45000;Important;6;4;0;Rénovation ambitieuse
Avant 80;1;0;0;0;1;1;0;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;;45000;Modéré;3;5;2;Intermédiaire;3;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Isolation du sol;Installation d'un chauffe-eau, solaire ou thermodynamique;;60000;Important;5;7;2;Rénovation ambitieuse
Avant 80;1;0;1;0;1;1;0;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation du sol;;20000;Faible;2;4;0;Intermédiaire;3;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation du sol;Installation d'un chauffe-eau, solaire ou thermodynamique;;;30000;Modéré;3;4;0;Rénovation ambitieuse
Avant 80;1;0;0;1;0;1;0;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Changement du système de chauffage principal;60000;Important;6;5;2;Intermédiaire;4;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Changement du système de chauffage principal;Installation d'un chauffe-eau, solaire ou thermodynamique;;70000;Important;7;5;2;Rénovation ambitieuse
Avant 80;1;0;1;1;0;1;0;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Changement du système de chauffage principal;Installation d'un chauffe-eau, solaire ou thermodynamique;40000;Modéré;5;2;0;Optimisé;4;Oui;;;;;;;;;;;;
Avant 80;1;0;0;1;1;1;0;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;;45000;Modéré;3;5;2;Intermédiaire;3;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Installation d'un chauffe-eau, solaire ou thermodynamique;;;55000;Modéré;4;5;2;Rénovation ambitieuse
Avant 80;1;0;1;1;1;1;0;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Installation d'un chauffe-eau, solaire ou thermodynamique;;25000;Modéré;2;2;0;Optimisé;3;Oui;;;;;;;;;;;;
Avant 80;1;0;0;0;0;0;1;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Changement du système de chauffage principal;60000;Important;6;5;2;Intermédiaire;4;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Changement du système de chauffage principal;Isolation du sol;;65000;Important;7;7;2;Rénovation ambitieuse
Avant 80;1;0;1;0;0;0;1;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation du sol;Changement du système de chauffage principal;35000;Important;5;4;0;Optimisé;4;Oui;;;;;;;;;;;;
Avant 80;1;0;0;0;1;0;1;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Installation ou remplacement d'un poêle;55000;Important;5;5;2;Intermédiaire;4;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Installation ou remplacement d'un poêle;Isolation du sol;;55000;Modéré;6;7;2;Rénovation ambitieuse
Avant 80;1;0;1;0;1;0;1;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation du sol;Installation ou remplacement d'un poêle;30000;Modéré;4;4;0;Optimisé;4;Oui;;;;;;;;;;;;
Avant 80;1;0;0;1;0;0;1;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Changement du système de chauffage principal;60000;Important;6;5;2;Optimisé;4;Oui;;;;;;;;;;;;
Avant 80;1;0;1;1;0;0;1;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Changement du système de chauffage principal;;35000;Modéré;4;2;0;Optimisé;3;Oui;;;;;;;;;;;;
Avant 80;1;0;0;1;1;0;1;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Installation ou remplacement d'un poêle;55000;Important;5;5;2;Optimisé;4;Oui;;;;;;;;;;;;
Avant 80;1;0;1;1;1;0;1;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Installation ou remplacement d'un poêle;;25000;Modéré;3;2;0;Optimisé;3;Oui;;;;;;;;;;;;
Avant 80;1;0;0;0;0;1;1;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Changement du système de chauffage principal;60000;Important;6;5;2;Intermédiaire;4;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Changement du système de chauffage principal;Isolation du sol;;65000;Important;7;7;2;Rénovation ambitieuse
Avant 80;1;0;1;0;0;1;1;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation du sol;Changement du système de chauffage principal;35000;Important;5;4;0;Optimisé;4;Oui;;;;;;;;;;;;
Avant 80;1;0;0;0;1;1;1;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;;45000;Modéré;3;5;2;Intermédiaire;3;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Isolation du sol;;;50000;Modéré;4;7;2;Rénovation ambitieuse
Avant 80;1;0;1;0;1;1;1;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation du sol;;20000;Faible;2;4;0;Optimisé;3;Oui;;;;;;;;;;;;
Avant 80;1;0;0;1;0;1;1;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;Changement du système de chauffage principal;60000;Important;6;5;2;Optimisé;4;Oui;;;;;;;;;;;;
Avant 80;1;0;1;1;0;1;1;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Changement du système de chauffage principal;;35000;Modéré;4;2;0;Optimisé;3;Oui;;;;;;;;;;;;
Avant 80;1;0;0;1;1;1;1;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Installation d'un système de ventilation;Isolation des murs;;45000;Modéré;3;5;2;Optimisé;3;Oui;;;;;;;;;;;;
Avant 80;1;0;1;1;1;1;1;1;0;Rampants;Non;Changement des fenêtres;Installation d'un système de ventilation;;15000;Faible;1;2;0;La touche finale;Oui;;;;;;;;;;;2;Oui;;;;;;;;;;;;
Avant 80;1;0;0;0;0;0;0;0;1;Rampants;Non;Changement des fenêtres;;;13000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Isolation des murs;Changement du système de chauffage principal;;60000;Important;6;5;2;Intermédiaire;3;Non;Changement des fenêtres;Isolation des murs;Changement du système de chauffage principal;Isolation du sol;Installation d'un chauffe-eau, solaire ou thermodynamique;;70000;Important;8;7;2;Rénovation ambitieuse
Avant 80;1;0;1;0;0;0;0;0;1;Rampants;Non;Changement des fenêtres;;;13000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Isolation du sol;Changement du système de chauffage principal;;35000;Important;5;4;0;Intermédiaire;3;Non;Changement des fenêtres;Isolation du sol;Changement du système de chauffage principal;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;50000;Important;7;4;0;Rénovation ambitieuse
Avant 80;1;0;0;0;1;0;0;0;1;Rampants;Non;Changement des fenêtres;;;13000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Isolation des murs;Installation ou remplacement d'un poêle;;50000;Important;5;5;2;Intermédiaire;3;Non;Changement des fenêtres;Isolation des murs;Installation ou remplacement d'un poêle;Isolation du sol;Installation d'un chauffe-eau, solaire ou thermodynamique;;65000;Important;7;7;2;Rénovation ambitieuse
Avant 80;1;0;1;0;1;0;0;0;1;Rampants;Non;Changement des fenêtres;;;13000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Isolation du sol;Installation ou remplacement d'un poêle;;25000;Modéré;4;4;0;Intermédiaire;3;Non;Changement des fenêtres;Isolation du sol;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;40000;Modéré;6;4;0;Rénovation ambitieuse
Avant 80;1;0;0;1;0;0;0;0;1;Rampants;Non;Changement des fenêtres;;;13000;Faible;1;2;0;Budget restreint;Non;Changement des fenêtres;Isolation des murs;Changement du système de chauffage principal;;60000;Important;6;5;2;Intermédiaire;3;Non;Changement des fenêtres;Isolation des murs;Changement du système de chauffage principal;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;75000;Important;8;5;2;Rénovation ambitieuse
